-4.55542607	-3.82692675921	-2.50825079158	-2.06561829895	-2.36070662737	-2.21316246316	-4.40788190579	-3.82692675921	-2.06561829895	-2.21316246316	-2.06561829895	-2.50825079158	-2.94166177395	-1.77975148079	-3.23675010237	-2.94166177395	
-4.40788190579	-4.55542607	-5.13638121658	-3.08920593816	-2.21316246316	-2.36070662737	-6.45505718421	-4.11279357737	-3.23675010237	-3.53183843079	-2.94166177395	-3.38429426658	-4.70297023421	-2.80333912	-4.98883705237	-2.21316246316	
-9.23073177342	-6.15996885579	-3.96524941316	-4.11279357737	-3.679382595	-4.26033774158	-8.06882148026	-5.87410203763	-5.13638121658	-5.72655787342	-5.28392538079	-5.28392538079	-5.72655787342	-4.40788190579	-6.15996885579	-4.70297023421	
-7.33110065921	-6.75014551263	-4.98883705237	-5.87410203763	-7.33110065921	-7.03601233079	-8.64977662684	-9.09240911948	-4.98883705237	-5.28392538079	-4.40788190579	-5.72655787342	-7.92127731605	-5.87410203763	-6.75014551263	-3.38429426658	
-9.82090843027	-9.82090843027	-9.37827593763	-7.03601233079	-4.55542607	-5.57901370921	-8.79732079105	-6.15996885579	-9.37827593763	-8.94486495527	-9.52582010184	-8.06882148026	-7.03601233079	-6.01242469158	-7.92127731605	-8.20714413421	
-11.2779070518	-9.37827593763	-7.33110065921	-6.75014551263	-10.2543194126	-9.67336426605	-11.2779070518	-12.3014946911	-8.06882148026	-7.92127731605	-6.15996885579	-8.20714413421	-10.1159967587	-8.20714413421	-8.79732079105	-5.57901370921	
-8.64977662684	-9.67336426605	-8.20714413421	-10.2543194126	-7.33110065921	-7.33110065921	-8.35468829842	-8.50223246263	-8.06882148026	-9.52582010184	-11.2779070518	-9.23073177342	-9.37827593763	-8.35468829842	-8.94486495527	-9.23073177342	
-12.3014946911	-12.1631720371	-13.7677148229	-8.20714413421	-9.96845259448	-10.1159967587	-11.1395843979	-10.2543194126	-13.3250823303	-10.6969519053	-8.35468829842	-11.4254512161	-9.09240911948	-8.20714413421	-10.5494077411	-7.77373315184	
-9.82090843027	-10.6969519053	-6.15996885579	-9.67336426605	-10.4018635768	-9.09240911948	-9.96845259448	-11.4254512161	-7.33110065921	-8.64977662684	-8.94486495527	-7.92127731605	-10.4018635768	-10.8444960695	-7.77373315184	-9.23073177342	
-10.4018635768	-9.37827593763	-11.7205395445	-10.2543194126	-7.183556495	-7.33110065921	-9.09240911948	-9.23073177342	-12.8916713479	-12.3014946911	-11.4254512161	-11.1395843979	-8.35468829842	-8.06882148026	-10.2543194126	-9.67336426605	
